%
%	这是工人能力的数据
%
%	2018/6/9

@RELATION trait

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE trait_1_1 NUMERIC
@ATTRIBUTE trait_1_2 NUMERIC
@ATTRIBUTE trait_1_3 NUMERIC
@ATTRIBUTE trait_1_4 NUMERIC
@ATTRIBUTE trait_1_5 NUMERIC
@ATTRIBUTE trait_1_6 NUMERIC
@ATTRIBUTE trait_1_7 NUMERIC
@ATTRIBUTE trait_1_8 NUMERIC
@ATTRIBUTE trait_1_9 NUMERIC
@ATTRIBUTE trait_1_10 NUMERIC
@ATTRIBUTE trait_1_11 NUMERIC
@ATTRIBUTE trait_1_12 NUMERIC
@ATTRIBUTE trait_1_13 NUMERIC
@ATTRIBUTE trait_1_14 NUMERIC
@ATTRIBUTE trait_1_15 NUMERIC
@ATTRIBUTE trait_1_16 NUMERIC
@ATTRIBUTE trait_1_17 NUMERIC
@ATTRIBUTE trait_1_18 NUMERIC
@ATTRIBUTE trait_1_19 NUMERIC
@ATTRIBUTE trait_1_20 NUMERIC
@ATTRIBUTE trait_1_21 NUMERIC
@ATTRIBUTE trait_1_22 NUMERIC
@ATTRIBUTE trait_1_23 NUMERIC
@ATTRIBUTE trait_1_24 NUMERIC
@ATTRIBUTE trait_1_25 NUMERIC
@ATTRIBUTE trait_1_26 NUMERIC
@ATTRIBUTE trait_1_27 NUMERIC
@ATTRIBUTE trait_1_28 NUMERIC
@ATTRIBUTE trait_1_29 NUMERIC
@ATTRIBUTE trait_1_30 NUMERIC
%标注类型二
@ATTRIBUTE trait_2_1 NUMERIC
@ATTRIBUTE trait_2_2 NUMERIC
@ATTRIBUTE trait_2_3 NUMERIC
@ATTRIBUTE trait_2_4 NUMERIC
@ATTRIBUTE trait_2_5 NUMERIC
@ATTRIBUTE trait_2_6 NUMERIC
@ATTRIBUTE trait_2_7 NUMERIC
@ATTRIBUTE trait_2_8 NUMERIC
@ATTRIBUTE trait_2_9 NUMERIC
@ATTRIBUTE trait_2_10 NUMERIC
@ATTRIBUTE trait_2_11 NUMERIC
@ATTRIBUTE trait_2_12 NUMERIC
@ATTRIBUTE trait_2_13 NUMERIC
@ATTRIBUTE trait_2_14 NUMERIC
@ATTRIBUTE trait_2_15 NUMERIC
@ATTRIBUTE trait_2_16 NUMERIC
@ATTRIBUTE trait_2_17 NUMERIC
@ATTRIBUTE trait_2_18 NUMERIC
@ATTRIBUTE trait_2_19 NUMERIC
@ATTRIBUTE trait_2_20 NUMERIC
@ATTRIBUTE trait_2_21 NUMERIC
@ATTRIBUTE trait_2_22 NUMERIC
@ATTRIBUTE trait_2_23 NUMERIC
@ATTRIBUTE trait_2_24 NUMERIC
@ATTRIBUTE trait_2_25 NUMERIC
@ATTRIBUTE trait_2_26 NUMERIC
@ATTRIBUTE trait_2_27 NUMERIC
@ATTRIBUTE trait_2_28 NUMERIC
@ATTRIBUTE trait_2_29 NUMERIC
@ATTRIBUTE trait_2_30 NUMERIC
%标注类型三
@ATTRIBUTE trait_3_1 NUMERIC
@ATTRIBUTE trait_3_2 NUMERIC
@ATTRIBUTE trait_3_3 NUMERIC
@ATTRIBUTE trait_3_4 NUMERIC
@ATTRIBUTE trait_3_5 NUMERIC
@ATTRIBUTE trait_3_6 NUMERIC
@ATTRIBUTE trait_3_7 NUMERIC
@ATTRIBUTE trait_3_8 NUMERIC
@ATTRIBUTE trait_3_9 NUMERIC
@ATTRIBUTE trait_3_10 NUMERIC
@ATTRIBUTE trait_3_11 NUMERIC
@ATTRIBUTE trait_3_12 NUMERIC
@ATTRIBUTE trait_3_13 NUMERIC
@ATTRIBUTE trait_3_14 NUMERIC
@ATTRIBUTE trait_3_15 NUMERIC
@ATTRIBUTE trait_3_16 NUMERIC
@ATTRIBUTE trait_3_17 NUMERIC
@ATTRIBUTE trait_3_18 NUMERIC
@ATTRIBUTE trait_3_19 NUMERIC
@ATTRIBUTE trait_3_20 NUMERIC
@ATTRIBUTE trait_3_21 NUMERIC
@ATTRIBUTE trait_3_22 NUMERIC
@ATTRIBUTE trait_3_23 NUMERIC
@ATTRIBUTE trait_3_24 NUMERIC
@ATTRIBUTE trait_3_25 NUMERIC
@ATTRIBUTE trait_3_26 NUMERIC
@ATTRIBUTE trait_3_27 NUMERIC
@ATTRIBUTE trait_3_28 NUMERIC
@ATTRIBUTE trait_3_29 NUMERIC
@ATTRIBUTE trait_3_30 NUMERIC
%标注类型四
@ATTRIBUTE trait_4_1 NUMERIC
@ATTRIBUTE trait_4_2 NUMERIC
@ATTRIBUTE trait_4_3 NUMERIC
@ATTRIBUTE trait_4_4 NUMERIC
@ATTRIBUTE trait_4_5 NUMERIC
@ATTRIBUTE trait_4_6 NUMERIC
@ATTRIBUTE trait_4_7 NUMERIC
@ATTRIBUTE trait_4_8 NUMERIC
@ATTRIBUTE trait_4_9 NUMERIC
@ATTRIBUTE trait_4_10 NUMERIC
@ATTRIBUTE trait_4_11 NUMERIC
@ATTRIBUTE trait_4_12 NUMERIC
@ATTRIBUTE trait_4_13 NUMERIC
@ATTRIBUTE trait_4_14 NUMERIC
@ATTRIBUTE trait_4_15 NUMERIC
@ATTRIBUTE trait_4_16 NUMERIC
@ATTRIBUTE trait_4_17 NUMERIC
@ATTRIBUTE trait_4_18 NUMERIC
@ATTRIBUTE trait_4_19 NUMERIC
@ATTRIBUTE trait_4_20 NUMERIC
@ATTRIBUTE trait_4_21 NUMERIC
@ATTRIBUTE trait_4_22 NUMERIC
@ATTRIBUTE trait_4_23 NUMERIC
@ATTRIBUTE trait_4_24 NUMERIC
@ATTRIBUTE trait_4_25 NUMERIC
@ATTRIBUTE trait_4_26 NUMERIC
@ATTRIBUTE trait_4_27 NUMERIC
@ATTRIBUTE trait_4_28 NUMERIC
@ATTRIBUTE trait_4_29 NUMERIC
@ATTRIBUTE trait_4_30 NUMERIC
%标注类型五
@ATTRIBUTE trait_5_1 NUMERIC
@ATTRIBUTE trait_5_2 NUMERIC
@ATTRIBUTE trait_5_3 NUMERIC
@ATTRIBUTE trait_5_4 NUMERIC
@ATTRIBUTE trait_5_5 NUMERIC
@ATTRIBUTE trait_5_6 NUMERIC
@ATTRIBUTE trait_5_7 NUMERIC
@ATTRIBUTE trait_5_8 NUMERIC
@ATTRIBUTE trait_5_9 NUMERIC
@ATTRIBUTE trait_5_10 NUMERIC
@ATTRIBUTE trait_5_11 NUMERIC
@ATTRIBUTE trait_5_12 NUMERIC
@ATTRIBUTE trait_5_13 NUMERIC
@ATTRIBUTE trait_5_14 NUMERIC
@ATTRIBUTE trait_5_15 NUMERIC
@ATTRIBUTE trait_5_16 NUMERIC
@ATTRIBUTE trait_5_17 NUMERIC
@ATTRIBUTE trait_5_18 NUMERIC
@ATTRIBUTE trait_5_19 NUMERIC
@ATTRIBUTE trait_5_20 NUMERIC
@ATTRIBUTE trait_5_21 NUMERIC
@ATTRIBUTE trait_5_22 NUMERIC
@ATTRIBUTE trait_5_23 NUMERIC
@ATTRIBUTE trait_5_24 NUMERIC
@ATTRIBUTE trait_5_25 NUMERIC
@ATTRIBUTE trait_5_26 NUMERIC
@ATTRIBUTE trait_5_27 NUMERIC
@ATTRIBUTE trait_5_28 NUMERIC
@ATTRIBUTE trait_5_29 NUMERIC
@ATTRIBUTE trait_5_30 NUMERIC



@DATA
100000013,0,0,0,0,0,0,0,0,0,0,12,0,6,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,15,0,0,6,7,0,10,3,0,0,1,0,13,0,0,3,0,13,0,3,8,0,0,15,0,6,17,0,0,0,0,0,0,0,3,7,0,1,15,0,0,1,19,0,0,0,2,12,0,0,0,0,0,0,0,22,0,12,0,0,0,0,5,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,6,0,0,9,4,15,0,0,17,0,14,0,0,12,0,7,0,11,0,0,0,18,0,0,16,0,16
100000014,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,12,13,5,0,4,0,0,0,0,0,0,6,0,0,12,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,9,0,9,0,0,0,0,12,18,0,0,0,0,0,0,11,2,0,0,0,6,0,0,7,0,0,0,0,6,20,0,12,0,0,0,4,6,0,0,0,0,18,13,0,0,0,8,0,0,0,15,0,0,0,0,0
100000015,11,0,0,6,0,0,13,0,0,0,0,0,23,0,0,0,0,0,0,15,0,2,0,0,5,0,21,0,0,0,15,0,0,18,12,0,0,0,14,16,0,0,0,15,0,7,18,0,0,0,0,19,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,5,0,0,15,0,14,0,14,0,0,0,0,0,0,6,0,0,18,15,18,0,0,0,18,6,0,0,0,0,0,0,0,0,3,15,0,14,17,0,4,0,0,0,0,6,0,16,4,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
100000016,3,0,0,5,14,0,0,0,5,0,0,0,0,11,5,6,12,14,0,0,0,0,17,5,20,0,0,12,0,10,0,0,0,0,0,0,0,3,7,0,7,15,0,0,0,0,11,13,0,0,0,15,0,0,4,0,0,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,16,0,21,18,4,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,18,20,7,0,0,0,0,6,0,0,0,12,0,0,10,0,0,0,0,0,0,0,14,0,7,11,0,0,0,17,0,14,0,0,16,0,7,0,0,0,0,0,13
100000017,0,0,8,0,14,0,0,0,13,6,0,0,0,0,0,6,0,0,2,0,15,0,0,0,0,0,0,11,0,17,16,0,0,0,0,0,4,0,17,0,0,19,0,0,0,2,0,14,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,12,15,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,18,0,0,12,3,0,0,20,16,12,0,0,0,0,5,0,0,16,0,3,0,0,0,1,0,0,0,0,14,15,3,2,0,0,0,0,12,0,0,0,0,0,0,14,0,14,14,6,0,0
100000018,0,9,0,0,0,0,0,13,0,7,0,0,4,15,14,0,0,0,14,11,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,14,19,0,0,0,0,0,7,0,0,0,4,8,0,8,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,3,0,0,1,0,0,4,4,0,16,0,12,0,16,13,0,0,0,0,5,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,4,0,0,0,0,11,0,0,0,0,0,0,3,18,0,0
100000019,12,0,5,17,0,0,0,12,0,0,0,0,0,16,0,0,0,11,18,0,18,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,2,4,0,9,0,0,0,0,15,0,0,0,11,0,0,0,0,0,13,0,14,11,0,0,5,10,0,0,11,0,7,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,0,0,4,0,0,0,4,0,0,10,19,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,3,0,0,0,4,0,0,14,0,0,0,17,7,0,0,0,0,0,7,3,0,3,4,0,0
100000020,5,0,0,0,5,7,0,0,4,0,0,0,0,4,11,0,0,1,0,0,0,0,0,0,6,12,8,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,6,10,7,0,0,0,0,9,13,0,0,0,0,0,10,11,6,9,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,11,0,14,0,0,8,5,0,0,15,0,13,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,20,0,0,0,13,17,5,1,0,0,0,6,0,0,0,11,0,0,0,0
100000021,0,0,0,0,16,0,0,10,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,15,0,8,0,0,0,7,0,0,0,12,13,15,7,4,3,0,0,0,4,0,0,0,3,12,0,0,16,0,0,0,0,0,0,0,12,0,0,0,8,11,14,0,12,0,0,0,0,0,11,0,0,0,9,5,0,0,0,0,15,14,0,0,3,0,0,0,0,0,19,6,0,0,0,0,0,10,0,0,6,0,0,23,0,0,0,0,0,0,0,6,0,0,17,0,0,0,3,0,17,0,0,0,4,10,0,19,0,0,0,17,0,0,0,12,13,8,0,12,0,0,0,0,0,0,0
100000022,0,0,0,0,0,7,0,0,14,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,17,0,6,15,0,0,0,0,0,0,18,0,0,0,0,0,16,0,4,16,0,0,0,0,15,0,0,0,0,12,5,0,0,0,0,0,0,0,17,13,5,0,0,17,16,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,9,0,3,0,0,0,0,0,0,8,0,0,0,20,0,0,11,0,20,0,7,5,0,0,0,0,0,14,5,16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,18,10,0,0,0,0,0,0
100000023,3,13,0,0,0,0,0,0,0,17,0,0,0,0,0,7,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,7,0,8,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,6,7,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
100000024,0,0,0,9,0,0,2,0,20,0,0,0,0,6,0,0,18,0,0,0,0,0,0,13,0,0,0,7,8,12,19,0,18,0,15,0,11,0,0,13,0,0,0,14,0,0,13,0,14,0,0,0,0,0,9,3,19,0,0,0,0,0,0,7,0,0,0,13,0,0,15,0,0,14,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,8,0,14,0,12,0,0,0,0,8,0,0,0,2,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,6,0,15,0,0,4,0,1,14,0,0,0,0,13,0,9,0,0,0,0,11,0,11,0,0,0,0,14,0,0,0,14
100000025,22,0,0,4,0,0,0,16,0,0,0,14,0,0,0,2,0,0,0,0,0,0,13,0,0,13,0,0,5,0,0,8,0,0,0,3,0,0,12,0,14,0,4,0,0,0,0,0,0,0,13,0,3,0,0,0,4,0,15,0,3,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,6,0,11,0,0,20,0,0,16,2,0,0,0,12,3,0,0,0,22,0,0,8,22,0,4,0,3,0,0,0,0,9,0,12,8,14,0,0,5,0,2,0,0,9,7,0,0,2,0,0,15,0,0,0,7,0,0,17,0,0,0,3,0,0,0
100000026,0,0,0,7,12,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,14,0,0,13,5,0,0,0,0,0,16,0,0,0,14,0,0,0,3,0,0,0,6,0,0,0,0,5,13,12,0,0,0,0,7,0,0,7,3,11,0,11,0,0,5,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,7,0,12,6,0,0,0,16,0,19,0,4,0,0,0,17,8,0,0,0,0,0,0,6,20,13,0,0,8,0,5,0,5,0,0,0,0,0,0,0,0,14,0,19,0,0,0,4,16,13,0,0,13,0,0,0,0,0,0,6,0,17,8,0,0,0,0
100000027,0,0,7,6,0,0,0,1,0,22,0,0,0,0,0,12,0,18,0,0,0,0,8,12,0,4,0,0,0,0,14,0,0,0,0,0,16,0,0,0,18,17,0,0,0,5,0,5,4,6,0,0,0,0,26,0,18,0,0,6,0,0,12,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,8,0,0,14,0,15,12,3,0,0,0,10,0,12,0,5,0,16,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
100000028,0,0,0,12,0,0,0,0,0,12,0,0,0,0,5,0,0,10,0,0,12,0,0,0,22,0,0,4,0,12,18,0,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,12,12,0,0,13,8,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,7,0,6,0,6,0,0,4,0,4,3,0,0,0,13,16,0,0,0,20,0,9,0,0,5,12,0,11,0,11,0,0,4,0,0,0,0,3,0,14,2,0,0,13,19,0,16,0,13,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,6,0,3,0,6,0,0,16,0,0,0,0,0,16,0,0
100000029,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,5,0,2,0,0,0,0,0,17,0,0,0,0,0,0,3,14,0,0,0,0,16,0,0,4,13,7,0,0,0,5,0,0,8,1,0,0,0,0,0,0,0,0,0,12,0,11,0,13,19,0,0,0,2,0,1,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,14,0,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,1,14,0,15,15,0,15,0,0,0,5,0,16,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0
100000030,0,14,0,0,0,5,0,0,0,8,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,11,0,0,0,0,11,10,11,0,0,0,0,6,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,3,3,0,0,0,16,0,0,6,0,5,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,6,0,1,13,0,7,16,0,0,0,0,0,0,14,19,0,0,0,14,0,18,11,0,0,0,0,0,4,0,0,0,0,10,0,0
100000031,0,0,15,0,0,0,6,0,20,0,0,0,0,0,16,0,5,0,0,6,8,0,0,0,5,15,13,0,15,0,0,18,0,15,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,9,0,22,0,7,0,0,0,1,16,0,0,0,0,13,0,0,0,0,0,0,4,0,6,0,15,17,0,0,0,0,0,0,0,13,2,0,0,6,9,16,1,0,0,0,0,15,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,8,0,0,2,0,0
100000032,15,0,13,0,0,0,0,0,0,0,13,3,0,0,7,0,0,21,0,7,0,0,0,9,4,0,4,4,0,0,11,0,8,13,6,0,0,11,8,0,3,4,0,15,0,0,5,2,0,0,0,0,0,0,18,0,17,11,12,0,1,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,17,0,12,0,14,3,0,0,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
100000033,0,8,11,0,0,0,0,0,0,15,0,0,0,4,0,14,0,0,0,0,13,0,18,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,16,13,0,0,0,6,0,5,13,0,0,15,15,14,19,18,0,0,3,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,16,0,13,0,0,14,0,0,0,0,0,4,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,13,0,0,0,0,6,0,0,0,0,5,0,0,0,6,10
100000034,0,0,5,0,0,0,0,0,0,0,15,6,0,0,0,3,0,0,0,7,0,0,0,17,0,0,0,13,0,0,4,0,13,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,12,0,0,0,0,13,0,7,3,0,0,11,0,0,0,17,9,5,0,0,0,0,14,0,0,8,0,0,12,14,11,16,0,0,0,16,0,16,0,0,7,0,0,0,0,0,0,0,0,15,0,17,0,0,0,13,0,8,0,0,0,0,4,4,8,0,0,0,8,2,7,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,14,0,11,0
100000035,0,0,0,0,0,12,0,0,7,0,0,13,7,0,0,0,9,0,0,0,0,6,0,0,0,0,0,12,17,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,14,14,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,12,0,0,2,0,18,0,0,21,0,0,8,10,0,6,0,0,0,5,0,3,12,0,0,0,0,0,14,0,0,0,2,0,3
100000036,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,13,0,7,13,0,11,0,4,0,0,0,0,11,0,0,11,0,14,0,0,0,17,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,6,0,0,0,0,2,18,11,5,0,0,0,6,0,10,0,0,10,14,0,0,14,0,16,15,7,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,3,8,0,5,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,16,12,0,15,15,13,0,0,0,0,5,13,12,0,4,0,5,0,0,0,0,14,0
100000037,14,11,0,20,4,0,0,6,0,0,0,0,1,3,0,0,0,16,0,0,0,0,18,0,17,0,0,0,0,8,0,0,0,0,0,21,0,0,0,12,0,0,15,0,0,0,0,6,15,0,0,0,0,20,0,18,0,6,10,0,0,0,0,16,0,0,0,13,0,0,13,15,0,0,8,0,7,0,19,0,14,14,0,0,16,0,0,0,0,16,0,0,14,14,0,0,0,13,16,3,0,0,0,2,0,0,0,0,19,0,0,5,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,12,0,0,17
100000038,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,7,0,0,16,0,0,0,0,0,0,9,13,3,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,5,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,8,7,14,0,0,0,5,0,4,0,8,0,0,0,0,0,0,8,0,0,0,16,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
100000039,0,0,6,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0,21,0,5,14,7,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,6,2,0,0,0,8,0,12,0,0,0,0,0,1,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,2,14,5,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,7,0,4,0,21,5,5,8,0,0,3,15,0,0,3,0,11,0,0,18,16,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,16,0,0,0
100000040,8,0,0,1,0,1,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,6,0,0,0,1,0,7,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,0,0,0,15,0,0,0,12,0,11,0,0,0,0,10,0,0,0,0,0,0,5,0,13,0,0,13,0,17,0,6,4,0,0,0,0,3,0,0,12,14
100000041,0,2,0,4,0,0,0,0,0,0,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,0,3,23,0,0,17,0,12,19,0,0,0,18,0,8,9,1,4,0,5,0,0,13,14,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,12,0,0,0,0,0,0,0,11,0,0,0,0,21,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0
100000042,4,7,0,0,4,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,14,25,18,0,0,0,0,0,0,0,0,15,14,8,0,15,0,0,0,17,0,12,0,3,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,5,16,0,0,0,12,0,0,0,0,21,12,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,8,0,0,10,6,0,0,0,0,0,0,17,0,0,0,0,0,14,12
100000043,0,17,0,0,0,15,0,13,0,0,0,0,16,0,15,0,0,6,0,12,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,16,12,8,0,0,0,11,0,7,0,3,0,5,0,0,0,15,0,0,0,7,0,0,15,11,0,0,7,9,0,0,0,0,0,20,0,0,0,0,5,2,11,7,0,0,0,0,0,0,0,0,0,12,0,5,0,2,0,0,0,0,8,0,0,0,0,0,0,0,7,5,4,0,0,0,0,6,12,18,0,0,0,0,0,0,0,3,0,0,14,0,8,0,0,0,0,0,0,0,0,5,7,0,0,0,14,0,0,0,23,0,0,13,0,0
100000044,0,0,0,0,0,0,0,0,0,18,15,0,0,9,11,0,0,0,0,0,0,8,0,15,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3,0,0,0,0,6,0,0,0,17,0,0,0,8,13,0,7,0,0,0,0,14,7,0,0,0,0,0,0,0,17,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,13,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,20,3,12,0,0,0,0,12,0,0,0,16
100000045,0,0,0,4,0,0,13,0,0,0,0,0,0,0,15,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,7,0,12,0,0,0,0,0,0,18,8,0,17,0,0,0,3,7,14,0,0,0,0,0,2,0,0,0,3,0,0,0,0,7,14,4,12,0,15,0,0,0,8,0,0,7,0,0,13,0,0,0,0,5,13,13,0,0,0,0,0,8,0,0,0,0,4,0,0,14,0,0,0,15,0,0,0,0,0,17,3,0,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,0,0,14,0,7,11,0,0,0,0,0,5,0,0,8,13,0
